state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Kentucky,Adair,21001,7276,1392,8768,82.98%,15.88%,98.86%,RIGHT,19202
Kentucky,Allen,21003,7587,1642,9364,81.02%,17.54%,98.56%,RIGHT,21315
Kentucky,Anderson,21005,9661,3348,13254,72.89%,25.26%,98.15%,RIGHT,22747
Kentucky,Ballard,21007,3356,825,4225,79.43%,19.53%,98.96%,RIGHT,7888
Kentucky,Barren,21009,14654,5127,20064,73.04%,25.55%,98.59%,RIGHT,44249
Kentucky,Bath,21011,3986,1573,5627,70.84%,27.95%,98.79%,RIGHT,12500
Kentucky,Bell,21013,8140,1789,10044,81.04%,17.81%,98.86%,RIGHT,26032
Kentucky,Boone,21015,44814,20901,66998,66.89%,31.20%,98.09%,RIGHT,133581
Kentucky,Bourbon,21017,6190,3296,9648,64.16%,34.16%,98.32%,RIGHT,19788
Kentucky,Boyd,21019,14295,7083,21751,65.72%,32.56%,98.29%,RIGHT,46718
Kentucky,Boyle,21021,8872,5298,14478,61.28%,36.59%,97.87%,RIGHT,30060
Kentucky,Bracken,21023,3398,800,4246,80.03%,18.84%,98.87%,RIGHT,8303
Kentucky,Breathitt,21025,4265,1301,5661,75.34%,22.98%,98.32%,RIGHT,12630
Kentucky,Breckinridge,21027,7701,2350,10201,75.49%,23.04%,98.53%,RIGHT,20477
Kentucky,Bullitt,21029,30708,10552,41998,73.12%,25.13%,98.24%,RIGHT,81676
Kentucky,Butler,21031,4960,1079,6125,80.98%,17.62%,98.60%,RIGHT,12879
Kentucky,Caldwell,21033,4906,1433,6434,76.25%,22.27%,98.52%,RIGHT,12747
Kentucky,Calloway,21035,11352,5797,17457,65.03%,33.21%,98.24%,RIGHT,39001
Kentucky,Campbell,21037,28482,19374,48878,58.27%,39.64%,97.91%,RIGHT,93584
Kentucky,Carlisle,21039,2159,463,2638,81.84%,17.55%,99.39%,RIGHT,4760
Kentucky,Carroll,21041,2954,1116,4136,71.42%,26.98%,98.40%,RIGHT,10631
Kentucky,Carter,21043,8775,2642,11586,75.74%,22.80%,98.54%,RIGHT,26797
Kentucky,Casey,21045,6179,918,7171,86.17%,12.80%,98.97%,RIGHT,16159
Kentucky,Christian,21047,15080,8296,23863,63.19%,34.77%,97.96%,RIGHT,70461
Kentucky,Clark,21049,11811,6004,18139,65.11%,33.10%,98.21%,RIGHT,36263
Kentucky,Clay,21051,6677,831,7591,87.96%,10.95%,98.91%,RIGHT,19901
Kentucky,Clinton,21053,4280,603,4932,86.78%,12.23%,99.01%,RIGHT,10218
Kentucky,Crittenden,21055,3451,731,4242,81.35%,17.23%,98.59%,RIGHT,8806
Kentucky,Cumberland,21057,2769,508,3309,83.68%,15.35%,99.03%,RIGHT,6614
Kentucky,Daviess,21059,31025,17286,49287,62.95%,35.07%,98.02%,RIGHT,101511
Kentucky,Edmonson,21061,4828,1227,6132,78.73%,20.01%,98.74%,RIGHT,12150
Kentucky,Elliott,21063,2246,712,2995,74.99%,23.77%,98.76%,RIGHT,7517
Kentucky,Estill,21065,5100,1355,6540,77.98%,20.72%,98.70%,RIGHT,14106
Kentucky,Fayette,21067,58860,90600,152912,38.49%,59.25%,97.74%,LEFT,323152
Kentucky,Fleming,21069,5534,1474,7068,78.30%,20.85%,99.15%,RIGHT,14581
Kentucky,Floyd,21071,12250,3884,16353,74.91%,23.75%,98.66%,RIGHT,35589
Kentucky,Franklin,21073,12900,12652,26072,49.48%,48.53%,98.01%,RIGHT,50991
