state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,majority,POP tot
Illinois,Adams,17001,24131,8569,33434,72.18%,25.63%,97.80%,RIGHT,65435
Illinois,Alexander,17003,1486,1114,2625,56.61%,42.44%,99.05%,RIGHT,5761
Illinois,Bond,17005,5612,2275,8109,69.21%,28.06%,97.26%,RIGHT,16426
Illinois,Boone,17007,13762,10372,24672,55.78%,42.04%,97.82%,RIGHT,53544
Illinois,Brown,17009,1930,485,2523,76.50%,19.22%,95.72%,RIGHT,6578
Illinois,Bureau,17011,10296,6545,17182,59.92%,38.09%,98.02%,RIGHT,32628
Illinois,Calhoun,17013,2043,674,2767,73.83%,24.36%,98.19%,RIGHT,4739
Illinois,Carroll,17015,5098,2737,8006,63.68%,34.19%,97.86%,RIGHT,14305
Illinois,Cass,17017,3624,1615,5325,68.06%,30.33%,98.38%,RIGHT,12147
Illinois,Champaign,17019,35122,56596,94911,37.01%,59.63%,96.64%,LEFT,209689
Illinois,Christian,17021,11505,4286,16094,71.49%,26.63%,98.12%,RIGHT,32304
Illinois,Clark,17023,6215,1990,8340,74.52%,23.86%,98.38%,RIGHT,15441
Illinois,Clay,17025,5626,1129,6896,81.58%,16.37%,97.96%,RIGHT,13184
Illinois,Clinton,17027,14264,4459,19139,74.53%,23.30%,97.83%,RIGHT,37562
Illinois,Coles,17029,13981,7997,22470,62.22%,35.59%,97.81%,RIGHT,50621
Illinois,Cook,17031,558269,1725973,2321399,24.05%,74.35%,98.40%,LEFT,5150233
Illinois,Crawford,17033,7025,2198,9419,74.58%,23.34%,97.92%,RIGHT,18667
Illinois,Cumberland,17035,4595,1141,5843,78.64%,19.53%,98.17%,RIGHT,10766
Illinois,DeKalb,17037,21905,24643,47989,45.65%,51.35%,97.00%,LEFT,104897
Illinois,De Witt,17039,5623,2171,7994,70.34%,27.16%,97.50%,RIGHT,15638
Illinois,Douglas,17041,6221,2327,8746,71.13%,26.61%,97.74%,RIGHT,19465
Illinois,DuPage,17043,193611,281222,485064,39.91%,57.98%,97.89%,LEFT,922921
Illinois,Edgar,17045,6169,1869,8152,75.67%,22.93%,98.60%,RIGHT,17161
Illinois,Edwards,17047,2833,488,3368,84.12%,14.49%,98.60%,RIGHT,6395
Illinois,Effingham,17049,14983,3700,19041,78.69%,19.43%,98.12%,RIGHT,34008
Illinois,Fayette,17051,8025,1815,10033,79.99%,18.09%,98.08%,RIGHT,21336
Illinois,Ford,17053,4956,1691,6809,72.79%,24.83%,97.62%,RIGHT,12961
Illinois,Franklin,17055,13514,4690,18488,73.10%,25.37%,98.46%,RIGHT,38469
Illinois,Fulton,17057,9798,6371,16517,59.32%,38.57%,97.89%,RIGHT,34340
Illinois,Gallatin,17059,2019,621,2673,75.53%,23.23%,98.77%,RIGHT,4828
