state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,,POP tot
Indiana,Brown,18013,5777,3036,8981,64.32%,33.80%,98.13%,RIGHT,15092
Indiana,Carroll,18015,7086,2224,9514,74.48%,23.38%,97.86%,RIGHT,20257
Indiana,Cass,18017,10552,4304,15189,69.47%,28.34%,97.81%,RIGHT,37689
Indiana,Clark,18019,33656,23088,58040,57.99%,39.78%,97.77%,RIGHT,118302
Indiana,Clay,18021,9498,2549,12277,77.36%,20.76%,98.13%,RIGHT,26225
Indiana,Clinton,18023,9334,3361,12961,72.02%,25.93%,97.95%,RIGHT,32399
Indiana,Crawford,18025,3499,1369,4975,70.33%,27.52%,97.85%,RIGHT,10577
Indiana,Daviess,18027,9576,2169,11971,79.99%,18.12%,98.11%,RIGHT,33351
Indiana,Dearborn,18029,19528,5446,25361,77.00%,21.47%,98.47%,RIGHT,49458
Indiana,Decatur,18031,9570,2436,12296,77.83%,19.81%,97.64%,RIGHT,26559
Indiana,DeKalb,18033,14237,4966,19656,72.43%,25.26%,97.70%,RIGHT,43475
Indiana,Delaware,18035,26827,20474,48191,55.67%,42.49%,98.15%,RIGHT,114135
Indiana,Dubois,18037,15032,6292,21805,68.94%,28.86%,97.79%,RIGHT,42736
Indiana,Elkhart,18039,46972,26108,74321,63.20%,35.13%,98.33%,RIGHT,206341
Indiana,Fayette,18041,7755,2237,10146,76.43%,22.05%,98.48%,RIGHT,23102
Indiana,Floyd,18043,23400,17511,41761,56.03%,41.93%,97.96%,RIGHT,78522
Indiana,Fountain,18045,6154,1629,7983,77.09%,20.41%,97.49%,RIGHT,16346
Indiana,Franklin,18047,9691,2137,12018,80.64%,17.78%,98.42%,RIGHT,22758
Indiana,Fulton,18049,6694,2280,9144,73.21%,24.93%,98.14%,RIGHT,19974
Indiana,Gibson,18051,11817,4027,16165,73.10%,24.91%,98.01%,RIGHT,33659
Indiana,Grant,18053,18543,8015,27230,68.10%,29.43%,97.53%,RIGHT,65769
Indiana,Greene,18055,11103,3389,14782,75.11%,22.93%,98.04%,RIGHT,31922
Indiana,Hamilton,18057,101587,88390,193871,52.40%,45.59%,97.99%,RIGHT,338011
Indiana,Hancock,18059,28996,12895,42907,67.58%,30.05%,97.63%,RIGHT,78168
Indiana,Harrison,18061,14565,5343,20231,71.99%,26.41%,98.40%,RIGHT,40515
Indiana,Hendricks,18063,53802,32604,88458,60.82%,36.86%,97.68%,RIGHT,170311
Indiana,Henry,18065,15043,5544,21021,71.56%,26.37%,97.94%,RIGHT,47972
Indiana,Howard,18067,26400,13270,40619,64.99%,32.67%,97.66%,RIGHT,82544
Indiana,Huntington,18069,13147,4255,17810,73.82%,23.89%,97.71%,RIGHT,36520
Indiana,Jackson,18071,14555,4302,19238,75.66%,22.36%,98.02%,RIGHT,44231
Indiana,Jasper,18073,11383,3798,15495,73.46%,24.51%,97.97%,RIGHT,33562
Indiana,Jay,18075,6361,1926,8466,75.14%,22.75%,97.89%,RIGHT,20436
Indiana,Jefferson,18077,9659,4731,14725,65.60%,32.13%,97.72%,RIGHT,32308
Indiana,Jennings,18079,9490,2523,12251,77.46%,20.59%,98.06%,RIGHT,27735
Indiana,Johnson,18081,51209,24729,77784,65.83%,31.79%,97.63%,RIGHT,158167
Indiana,Knox,18083,11654,4067,16027,72.71%,25.38%,98.09%,RIGHT,36594
Indiana,Kosciusko,18085,26476,8350,35846,73.86%,23.29%,97.15%,RIGHT,79456
Indiana,LaGrange,18087,8110,2355,10633,76.27%,22.15%,98.42%,RIGHT,39614
Indiana,Lake,18089,91733,124801,220233,41.65%,56.67%,98.32%,LEFT,485493
Indiana,LaPorte,18091,25991,22419,49469,52.54%,45.32%,97.86%,RIGHT,109888
Indiana,Lawrence,18093,15601,4961,21071,74.04%,23.54%,97.58%,RIGHT,45370
Indiana,Madison,18095,31215,19524,51765,60.30%,37.72%,98.02%,RIGHT,129569
Indiana,Marion,18097,133968,247265,390405,34.32%,63.34%,97.65%,LEFT,964582
Indiana,Marshall,18099,13844,5712,19918,69.50%,28.68%,98.18%,RIGHT,46258
Indiana,Martin,18101,4029,1011,5155,78.16%,19.61%,97.77%,RIGHT,10255
Indiana,Miami,18103,10925,3235,14493,75.38%,22.32%,97.70%,RIGHT,35516
Indiana,Monroe,18105,22071,39861,63037,35.01%,63.23%,98.25%,LEFT,148431
Indiana,Montgomery,18107,12659,4213,17198,73.61%,24.50%,98.10%,RIGHT,38338
Indiana,Morgan,18109,27510,7777,36214,75.97%,21.48%,97.44%,RIGHT,70489
Indiana,Newton,18111,4942,1509,6591,74.98%,22.89%,97.88%,RIGHT,13984
Indiana,Noble,18113,14195,4660,19217,73.87%,24.25%,98.12%,RIGHT,47744
Indiana,Ohio,18115,2392,750,3164,75.60%,23.70%,99.30%,RIGHT,5875
Indiana,Orange,18117,6432,2224,8830,72.84%,25.19%,98.03%,RIGHT,19646
Indiana,Owen,18119,7285,2419,9915,73.47%,24.40%,97.87%,RIGHT,20799
Indiana,Parke,18121,5398,1503,7020,76.89%,21.41%,98.30%,RIGHT,16937
Indiana,Perry,18123,5343,3202,8734,61.17%,36.66%,97.84%,RIGHT,19169
Indiana,Pike,18125,4692,1415,6220,75.43%,22.75%,98.18%,RIGHT,12389
Indiana,Porter,18127,45008,39746,86410,52.09%,46.00%,98.08%,RIGHT,170389
Indiana,Posey,18129,9206,3811,13264,69.41%,28.73%,98.14%,RIGHT,25427
Indiana,Pulaski,18131,4246,1463,5813,73.04%,25.17%,98.21%,RIGHT,12353
Indiana,Putnam,18133,12278,3946,16595,73.99%,23.78%,97.76%,RIGHT,37576
Indiana,Randolph,18135,8312,2512,11078,75.03%,22.68%,97.71%,RIGHT,24665
Indiana,Ripley,18137,11261,2774,14264,78.95%,19.45%,98.39%,RIGHT,28324
Indiana,Rush,18139,6035,1754,7932,76.08%,22.11%,98.20%,RIGHT,16581
Indiana,St. Joseph,18141,53152,59870,115547,46.00%,51.81%,97.81%,LEFT,271826
Indiana,Scott,18143,7328,2698,10176,72.01%,26.51%,98.53%,RIGHT,23873
Indiana,Shelby,18145,14568,5023,20017,72.78%,25.09%,97.87%,RIGHT,44729
Indiana,Spencer,18147,7354,3208,10781,68.21%,29.76%,97.97%,RIGHT,20277
Indiana,Starke,18149,7466,2650,10309,72.42%,25.71%,98.13%,RIGHT,22995
Indiana,Steuben,18151,11322,4509,16175,70.00%,27.88%,97.87%,RIGHT,34594
Indiana,Sullivan,18153,6687,2153,9004,74.27%,23.91%,98.18%,RIGHT,20669
Indiana,Switzerland,18155,3133,964,4152,75.46%,23.22%,98.68%,RIGHT,10751
Indiana,Tippecanoe,18157,34581,35017,71430,48.41%,49.02%,97.44%,LEFT,195732
Indiana,Tipton,18159,6110,1834,8124,75.21%,22.58%,97.78%,RIGHT,15148
Indiana,Union,18161,2687,736,3491,76.97%,21.08%,98.05%,RIGHT,7054
Indiana,Vanderburgh,18163,41844,34415,77581,53.94%,44.36%,98.30%,RIGHT,181451
Indiana,Vermillion,18165,5184,2145,7480,69.30%,28.68%,97.98%,RIGHT,15498
Indiana,Vigo,18167,24512,18080,43593,56.23%,41.47%,97.70%,RIGHT,107038
Indiana,Wabash,18169,10762,3494,14598,73.72%,23.93%,97.66%,RIGHT,30996
Indiana,Warren,18171,3401,974,4473,76.03%,21.78%,97.81%,RIGHT,8265
Indiana,Warrick,18173,21324,11919,33884,62.93%,35.18%,98.11%,RIGHT,62998
Indiana,Washington,18175,9114,2784,12131,75.13%,22.95%,98.08%,RIGHT,28036
Indiana,Wayne,18177,17567,9524,27662,63.51%,34.43%,97.94%,RIGHT,65884
Indiana,Wells,18179,10855,2928,14080,77.10%,20.80%,97.89%,RIGHT,28296
Indiana,White,18181,7957,3032,11159,71.31%,27.17%,98.48%,RIGHT,24102
Indiana,Whitley,18183,12856,4233,17581,73.12%,24.08%,97.20%,RIGHT,33964
Iowa,Adair,19001,2917,1197,4183,69.73%,28.62%,98.35%,RIGHT,7152
Iowa,Adams,19003,1528,590,2158,70.81%,27.34%,98.15%,RIGHT,3602
Iowa,Allamakee,19005,4733,2575,7459,63.45%,34.52%,97.98%,RIGHT,13687
Iowa,Appanoose,19007,4512,1891,6506,69.35%,29.07%,98.42%,RIGHT,12426
Iowa,Audubon,19009,2295,1071,3416,67.18%,31.35%,98.54%,RIGHT,5496
Iowa,Benton,19011,9179,5156,14627,62.75%,35.25%,98.00%,RIGHT,25645
Iowa,Black Hawk,19013,29623,35621,66549,44.51%,53.53%,98.04%,LEFT,131228
Iowa,Boone,19015,8695,6303,15306,56.81%,41.18%,97.99%,RIGHT,26234
Iowa,Bremer,19017,8287,5954,14534,57.02%,40.97%,97.98%,RIGHT,25062
Iowa,Buchanan,19019,6420,4169,10764,59.64%,38.73%,98.37%,RIGHT,21175
Iowa,Buena Vista,19021,5056,2961,8149,62.04%,36.34%,98.38%,RIGHT,19620
Iowa,Butler,19023,5542,2424,8084,68.56%,29.99%,98.54%,RIGHT,14439
Iowa,Calhoun,19025,3689,1470,5249,70.28%,28.01%,98.29%,RIGHT,9668
Iowa,Carroll,19027,7737,3454,11306,68.43%,30.55%,98.98%,RIGHT,20165
Iowa,Cass,19029,4969,2201,7266,68.39%,30.29%,98.68%,RIGHT,12836
Iowa,Cedar,19031,6161,4337,10703,57.56%,40.52%,98.08%,RIGHT,18627
Iowa,Cerro Gordo,19033,12435,10941,23794,52.26%,45.98%,98.24%,RIGHT,42450
Iowa,Cherokee,19035,4495,1936,6503,69.12%,29.77%,98.89%,RIGHT,11235
Iowa,Chickasaw,19037,4308,2233,6617,65.11%,33.75%,98.85%,RIGHT,11933
Iowa,Clarke,19039,3140,1466,4666,67.30%,31.42%,98.71%,RIGHT,9395
Iowa,Clay,19041,6137,2662,8948,68.59%,29.75%,98.33%,RIGHT,16016
Iowa,Clayton,19043,6106,3340,9581,63.73%,34.86%,98.59%,RIGHT,17549
Iowa,Clinton,19045,13349,10806,24669,54.11%,43.80%,97.92%,RIGHT,46429
Iowa,Crawford,19047,4854,2220,7146,67.93%,31.07%,98.99%,RIGHT,16820
Iowa,Dallas,19049,27987,26879,55847,50.11%,48.13%,98.24%,RIGHT,93453
Iowa,Davis,19051,3032,1013,4099,73.97%,24.71%,98.68%,RIGHT,9000
Iowa,Decatur,19053,2615,1120,3801,68.80%,29.47%,98.26%,RIGHT,7870
Iowa,Delaware,19055,6666,3157,9981,66.79%,31.63%,98.42%,RIGHT,17011
Iowa,Des Moines,19057,10589,8887,19947,53.09%,44.55%,97.64%,RIGHT,38967
Iowa,Dickinson,19059,7438,3661,11230,66.23%,32.60%,98.83%,RIGHT,17258
Iowa,Dubuque,19061,27214,25655,53924,50.47%,47.58%,98.04%,RIGHT,97311
Iowa,Emmet,19063,3265,1520,4850,67.32%,31.34%,98.66%,RIGHT,9208
Iowa,Fayette,19065,6145,3834,10184,60.34%,37.65%,97.99%,RIGHT,19650
Iowa,Floyd,19067,4730,3168,8026,58.93%,39.47%,98.41%,RIGHT,15642
Iowa,Franklin,19069,3422,1626,5119,66.85%,31.76%,98.61%,RIGHT,10070
Iowa,Fremont,19071,2711,1078,3855,70.32%,27.96%,98.29%,RIGHT,6960
Iowa,Greene,19073,3221,1768,5054,63.73%,34.98%,98.71%,RIGHT,8888
Iowa,Grundy,19075,4929,2206,7260,67.89%,30.39%,98.28%,RIGHT,12232
Iowa,Guthrie,19077,4272,1985,6369,67.07%,31.17%,98.24%,RIGHT,10689
Iowa,Hamilton,19079,4956,2842,8516,58.20%,33.37%,91.57%,RIGHT,14773
Iowa,Hancock,19081,4390,1683,6161,71.25%,27.32%,98.57%,RIGHT,10630
Iowa,Hardin,19083,5850,2976,8975,65.18%,33.16%,98.34%,RIGHT,16846
Iowa,Harrison,19085,5569,2440,8144,68.38%,29.96%,98.34%,RIGHT,14049
Iowa,Henry,19087,6507,3275,9964,65.31%,32.87%,98.17%,RIGHT,19954
Iowa,Howard,19089,3127,1772,4952,63.15%,35.78%,98.93%,RIGHT,9158
Iowa,Humboldt,19091,3819,1442,5321,71.77%,27.10%,98.87%,RIGHT,9558
Iowa,Ida,19093,2876,917,3845,74.80%,23.85%,98.65%,RIGHT,6860
Iowa,Iowa,19095,6009,3547,9716,61.85%,36.51%,98.35%,RIGHT,16184
Iowa,Jackson,19097,6940,4029,11118,62.42%,36.24%,98.66%,RIGHT,19439
Iowa,Jasper,19099,12082,7737,20181,59.87%,38.34%,98.21%,RIGHT,37185
Iowa,Jefferson,19101,4442,4314,8952,49.62%,48.19%,97.81%,RIGHT,18295
Iowa,Johnson,19103,22925,59177,83570,27.43%,70.81%,98.24%,LEFT,151140
Iowa,Jones,19105,6572,4213,10965,59.94%,38.42%,98.36%,RIGHT,20681
Iowa,Keokuk,19107,3797,1414,5291,71.76%,26.72%,98.49%,RIGHT,10246
Iowa,Kossuth,19109,6275,2696,9077,69.13%,29.70%,98.83%,RIGHT,14813
Iowa,Lee,19111,9763,6539,16721,58.39%,39.11%,97.49%,RIGHT,33657
Iowa,Linn,19113,53364,70874,127078,41.99%,55.77%,97.77%,LEFT,226706
Iowa,Louisa,19115,3500,1726,5326,65.72%,32.41%,98.12%,RIGHT,11035
Iowa,Lucas,19117,3287,1284,4630,70.99%,27.73%,98.73%,RIGHT,8600
Iowa,Lyon,19119,5707,1067,6852,83.29%,15.57%,98.86%,RIGHT,11755
Iowa,Madison,19121,6507,3134,9806,66.36%,31.96%,98.32%,RIGHT,16338
Iowa,Mahaska,19123,8297,2894,11381,72.90%,25.43%,98.33%,RIGHT,22095
Iowa,Marion,19125,12657,6170,19217,65.86%,32.11%,97.97%,RIGHT,33253
Iowa,Marshall,19127,9564,8171,18122,52.78%,45.09%,97.86%,RIGHT,39369
Iowa,Mills,19129,5572,2500,8247,67.56%,30.31%,97.88%,RIGHT,15109
Iowa,Mitchell,19131,3677,2053,5815,63.23%,35.31%,98.54%,RIGHT,10586
Iowa,Monona,19133,3248,1407,4714,68.90%,29.85%,98.75%,RIGHT,8615
Iowa,Monroe,19135,2975,1078,4085,72.83%,26.39%,99.22%,RIGHT,7707
Iowa,Montgomery,19137,3659,1583,5320,68.78%,29.76%,98.53%,RIGHT,9917
Iowa,Muscatine,19139,10823,9372,20629,52.46%,45.43%,97.90%,RIGHT,42664
Iowa,O'Brien,19141,5861,1569,7541,77.72%,20.81%,98.53%,RIGHT,13753
Iowa,Osceola,19143,2688,600,3325,80.84%,18.05%,98.89%,RIGHT,5958
Iowa,Page,19145,5319,2086,7519,70.74%,27.74%,98.48%,RIGHT,15107
Iowa,Palo Alto,19147,3370,1519,4950,68.08%,30.69%,98.77%,RIGHT,8886
Iowa,Plymouth,19149,10492,3494,14165,74.07%,24.67%,98.74%,RIGHT,25177
Iowa,Pocahontas,19151,2825,932,3821,73.93%,24.39%,98.33%,RIGHT,6619
Iowa,Polk,19153,106800,146250,257991,41.40%,56.69%,98.08%,LEFT,490161
Iowa,Pottawattamie,19155,26241,18570,45733,57.38%,40.61%,97.98%,RIGHT,93206
Iowa,Poweshiek,19157,5657,4306,10124,55.88%,42.53%,98.41%,RIGHT,18504
Iowa,Ringgold,19159,1964,708,2709,72.50%,26.14%,98.63%,RIGHT,4894
Iowa,Sac,19161,4061,1389,5527,73.48%,25.13%,98.61%,RIGHT,9721
Iowa,Scott,19163,43661,46890,92639,47.13%,50.62%,97.75%,LEFT,172943
Iowa,Shelby,19165,4697,1959,6781,69.27%,28.89%,98.16%,RIGHT,11454
Iowa,Sioux,19167,15680,3019,18956,82.72%,15.93%,98.64%,RIGHT,34855
Iowa,Story,19169,20340,29175,50837,40.01%,57.39%,97.40%,LEFT,97117
Iowa,Tama,19171,5303,3577,9026,58.75%,39.63%,98.38%,RIGHT,16854
Iowa,Taylor,19173,2463,746,3242,75.97%,23.01%,98.98%,RIGHT,6121
Iowa,Union,19175,4010,2061,6171,64.98%,33.40%,98.38%,RIGHT,12241
Iowa,Van Buren,19177,2859,875,3788,75.48%,23.10%,98.57%,RIGHT,7044
Iowa,Wapello,19179,9516,5821,15613,60.95%,37.28%,98.23%,RIGHT,34969
Iowa,Warren,19181,17738,12537,30955,57.30%,40.50%,97.80%,RIGHT,51466
Iowa,Washington,19183,6966,4558,11757,59.25%,38.77%,98.02%,RIGHT,21965
Iowa,Wayne,19185,2338,727,3103,75.35%,23.43%,98.78%,RIGHT,6441
Iowa,Webster,19187,10927,6604,17802,61.38%,37.10%,98.48%,RIGHT,35904
Iowa,Winnebago,19189,3707,2135,5951,62.29%,35.88%,98.17%,RIGHT,10354
Iowa,Winneshiek,19191,6235,5617,12036,51.80%,46.67%,98.47%,RIGHT,19991
Iowa,Woodbury,19193,25736,18704,45172,56.97%,41.41%,98.38%,RIGHT,103107
Iowa,Worth,19195,2738,1596,4414,62.03%,36.16%,98.19%,RIGHT,7381
Iowa,Wright,19197,4136,1996,6242,66.26%,31.98%,98.24%,RIGHT,12562
Kansas,Allen,20001,4155,1559,5842,71.12%,26.69%,97.81%,RIGHT,12369
Kansas,Anderson,20003,2874,765,3720,77.26%,20.56%,97.82%,RIGHT,7858
Kansas,Atchison,20005,4826,2314,7312,66.00%,31.65%,97.65%,RIGHT,16073
Kansas,Barber,20007,1992,284,2313,86.12%,12.28%,98.40%,RIGHT,4427
Kansas,Barton,20009,8480,2302,10961,77.37%,21.00%,98.37%,RIGHT,25779
Kansas,Bourbon,20011,4910,1505,6550,74.96%,22.98%,97.94%,RIGHT,14534
Kansas,Brown,20013,3206,1088,4396,72.93%,24.75%,97.68%,RIGHT,9564
Kansas,Butler,20015,22250,9003,31946,69.65%,28.18%,97.83%,RIGHT,66911
Kansas,Chase,20017,1114,341,1478,75.37%,23.07%,98.44%,RIGHT,2648
Kansas,Chautauqua,20019,1397,212,1634,85.50%,12.97%,98.47%,RIGHT,3250
Kansas,Cherokee,20021,6622,2163,8945,74.03%,24.18%,98.21%,RIGHT,19939
Kansas,Cheyenne,20023,1158,220,1400,82.71%,15.71%,98.43%,RIGHT,2657
Kansas,Clark,20025,885,143,1048,84.45%,13.65%,98.09%,RIGHT,1994
Kansas,Clay,20027,3129,883,4134,75.69%,21.36%,97.05%,RIGHT,8002
Kansas,Cloud,20029,3182,893,4174,76.23%,21.39%,97.63%,RIGHT,8786
Kansas,Coffey,20031,3407,928,4448,76.60%,20.86%,97.46%,RIGHT,8179
Kansas,Comanche,20033,745,126,904,82.41%,13.94%,96.35%,RIGHT,1700
Kansas,Cowley,20035,9442,4171,13911,67.87%,29.98%,97.86%,RIGHT,34908
Kansas,Crawford,20037,9752,5971,16125,60.48%,37.03%,97.51%,RIGHT,38818
Kansas,Decatur,20039,1232,208,1458,84.50%,14.27%,98.77%,RIGHT,2827
Kansas,Dickinson,20041,7045,2040,9246,76.20%,22.06%,98.26%,RIGHT,18466
Kansas,Doniphan,20043,2949,678,3674,80.27%,18.45%,98.72%,RIGHT,7600
Kansas,Douglas,20045,16737,39436,57540,29.09%,68.54%,97.62%,LEFT,122259
Kansas,Edwards,20047,1127,267,1413,79.76%,18.90%,98.66%,RIGHT,2798
Kansas,Elk,20049,1130,191,1347,83.89%,14.18%,98.07%,RIGHT,2530
Kansas,Ellis,20051,9569,3633,13501,70.88%,26.91%,97.79%,RIGHT,28553
Kansas,Ellsworth,20053,2106,646,2806,75.05%,23.02%,98.08%,RIGHT,6102
Kansas,Finney,20055,7079,4155,11466,61.74%,36.24%,97.98%,RIGHT,36467
Kansas,Ford,20057,5763,2926,8850,65.12%,33.06%,98.18%,RIGHT,33619
Kansas,Franklin,20059,8326,3623,12247,67.98%,29.58%,97.57%,RIGHT,25544
Kansas,Geary,20061,5193,3825,9311,55.77%,41.08%,96.85%,RIGHT,31670
Kansas,Gove,20063,1256,163,1433,87.65%,11.37%,99.02%,RIGHT,2636
Kansas,Graham,20065,1052,222,1302,80.80%,17.05%,97.85%,RIGHT,2482
Kansas,Grant,20067,1910,497,2452,77.90%,20.27%,98.16%,RIGHT,7150
Kansas,Gray,20069,1871,337,2240,83.53%,15.04%,98.57%,RIGHT,5988
Kansas,Greeley,20071,537,77,629,85.37%,12.24%,97.62%,RIGHT,1232
Kansas,Greenwood,20073,2404,562,3030,79.34%,18.55%,97.89%,RIGHT,5982
Kansas,Hamilton,20075,684,134,837,81.72%,16.01%,97.73%,RIGHT,2539
Kansas,Harper,20077,2128,453,2626,81.04%,17.25%,98.29%,RIGHT,5436
Kansas,Harvey,20079,10015,6652,17034,58.79%,39.05%,97.85%,RIGHT,34429
Kansas,Haskell,20081,1103,261,1383,79.75%,18.87%,98.63%,RIGHT,3968
Kansas,Hodgeman,20083,866,151,1033,83.83%,14.62%,98.45%,RIGHT,1794
Kansas,Jackson,20085,4435,1852,6468,68.57%,28.63%,97.20%,RIGHT,13171
Kansas,Jefferson,20087,6193,3106,9581,64.64%,32.42%,97.06%,RIGHT,19043
Kansas,Jewell,20089,1369,211,1608,85.14%,13.12%,98.26%,RIGHT,2879
Kansas,Johnson,20091,151280,177925,336277,44.99%,52.91%,97.90%,LEFT,602401
Kansas,Kearny,20093,1134,255,1413,80.25%,18.05%,98.30%,RIGHT,3838
Kansas,Kingman,20095,3102,745,3929,78.95%,18.96%,97.91%,RIGHT,7152
Kansas,Kiowa,20097,957,153,1139,84.02%,13.43%,97.45%,RIGHT,2475
Kansas,Labette,20099,5639,2607,8414,67.02%,30.98%,98.00%,RIGHT,19618
Kansas,Lane,20101,757,114,888,85.25%,12.84%,98.09%,RIGHT,1535
Kansas,Leavenworth,20103,21378,13753,36115,59.19%,38.08%,97.28%,RIGHT,81758
Kansas,Lincoln,20105,1273,266,1570,81.08%,16.94%,98.03%,RIGHT,2962
Kansas,Linn,20107,3940,863,4903,80.36%,17.60%,97.96%,RIGHT,9703
Kansas,Logan,20109,1231,185,1437,85.66%,12.87%,98.54%,RIGHT,2794
Kansas,Lyon,20111,7381,5878,13622,54.18%,43.15%,97.34%,RIGHT,33195
Kansas,McPherson,20113,9562,3977,13868,68.95%,28.68%,97.63%,RIGHT,28542
Kansas,Marion,20115,4377,1463,5969,73.33%,24.51%,97.84%,RIGHT,11884
Kansas,Marshall,20117,3662,1239,5023,72.90%,24.67%,97.57%,RIGHT,9707
Kansas,Meade,20119,1508,261,1807,83.45%,14.44%,97.90%,RIGHT,4033
Kansas,Miami,20121,12116,5133,17624,68.75%,29.13%,97.87%,RIGHT,34237
Kansas,Mitchell,20123,2454,547,3039,80.75%,18.00%,98.75%,RIGHT,5979
Kansas,Montgomery,20125,9768,3147,13177,74.13%,23.88%,98.01%,RIGHT,31829
Kansas,Morris,20127,2085,721,2849,73.18%,25.31%,98.49%,RIGHT,5620
Kansas,Morton,20129,1004,147,1163,86.33%,12.64%,98.97%,RIGHT,2587
Kansas,Nemaha,20131,4612,920,5625,81.99%,16.36%,98.35%,RIGHT,10231
Kansas,Neosho,20133,4795,1727,6629,72.33%,26.05%,98.39%,RIGHT,16007
Kansas,Ness,20135,1315,147,1487,88.43%,9.89%,98.32%,RIGHT,2750
Kansas,Norton,20137,1977,361,2390,82.72%,15.10%,97.82%,RIGHT,5361
Kansas,Osage,20139,5591,2099,7893,70.83%,26.59%,97.43%,RIGHT,15949
Kansas,Osborne,20141,1590,275,1899,83.73%,14.48%,98.21%,RIGHT,3421
Kansas,Ottawa,20143,2581,504,3159,81.70%,15.95%,97.66%,RIGHT,5704
Kansas,Pawnee,20145,2028,635,2712,74.78%,23.41%,98.19%,RIGHT,6414
Kansas,Phillips,20147,2388,318,2752,86.77%,11.56%,98.33%,RIGHT,5234
Kansas,Pottawatomie,20149,9247,3257,12815,72.16%,25.42%,97.57%,RIGHT,24383
Kansas,Pratt,20151,3087,924,4107,75.16%,22.50%,97.66%,RIGHT,9164
Kansas,Rawlins,20153,1253,214,1496,83.76%,14.30%,98.06%,RIGHT,2530
Kansas,Reno,20155,17948,8602,27245,65.88%,31.57%,97.45%,RIGHT,61998
Kansas,Republic,20157,2172,420,2643,82.18%,15.89%,98.07%,RIGHT,4636
Kansas,Rice,20159,3187,953,4230,75.34%,22.53%,97.87%,RIGHT,9537
Kansas,Riley,20161,11174,11940,23855,46.84%,50.05%,96.89%,LEFT,74232
Kansas,Rooks,20163,2294,332,2661,86.21%,12.48%,98.68%,RIGHT,4920
Kansas,Rush,20165,1425,291,1748,81.52%,16.65%,98.17%,RIGHT,3036
Kansas,Russell,20167,2765,591,3429,80.64%,17.24%,97.87%,RIGHT,6856
Kansas,Saline,20169,15313,8022,23911,64.04%,33.55%,97.59%,RIGHT,54224
Kansas,Scott,20171,1991,290,2322,85.75%,12.49%,98.23%,RIGHT,4823
Kansas,Sedgwick,20173,117653,90820,213552,55.09%,42.53%,97.62%,RIGHT,516042
Kansas,Seward,20175,3285,1736,5099,64.42%,34.05%,98.47%,RIGHT,21428
Kansas,Shawnee,20177,39890,42032,84061,47.45%,50.00%,97.46%,LEFT,176875
Kansas,Sheridan,20179,1237,144,1397,88.55%,10.31%,98.85%,RIGHT,2521
Kansas,Sherman,20181,2222,386,2673,83.13%,14.44%,97.57%,RIGHT,5917
Kansas,Smith,20183,1734,328,2092,82.89%,15.68%,98.57%,RIGHT,3583
Kansas,Stafford,20185,1631,355,2017,80.86%,17.60%,98.46%,RIGHT,4156
Kansas,Stanton,20187,607,147,767,79.14%,19.17%,98.31%,RIGHT,2006
Kansas,Stevens,20189,1731,233,1997,86.68%,11.67%,98.35%,RIGHT,5485
Kansas,Sumner,20191,7998,2551,10779,74.20%,23.67%,97.87%,RIGHT,22836
Kansas,Thomas,20193,3106,622,3794,81.87%,16.39%,98.26%,RIGHT,7777
Kansas,Trego,20195,1341,238,1603,83.66%,14.85%,98.50%,RIGHT,2803
Kansas,Wabaunsee,20197,2813,956,3861,72.86%,24.76%,97.62%,RIGHT,6931
Kansas,Wallace,20199,762,44,817,93.27%,5.39%,98.65%,RIGHT,1518
Kansas,Washington,20201,2332,467,2843,82.03%,16.43%,98.45%,RIGHT,5406
Kansas,Wichita,20203,803,147,961,83.56%,15.30%,98.86%,RIGHT,2119
Kansas,Wilson,20205,3111,711,3899,79.79%,18.24%,98.03%,RIGHT,8525
Kansas,Woodson,20207,1189,283,1495,79.53%,18.93%,98.46%,RIGHT,3138
Kansas,Wyandotte,20209,18512,35566,55107,33.59%,64.54%,98.13%,LEFT,165429
Kentucky,Adair,21001,7276,1392,8768,82.98%,15.88%,98.86%,RIGHT,19202
Kentucky,Allen,21003,7587,1642,9364,81.02%,17.54%,98.56%,RIGHT,21315
Kentucky,Anderson,21005,9661,3348,13254,72.89%,25.26%,98.15%,RIGHT,22747
Kentucky,Ballard,21007,3356,825,4225,79.43%,19.53%,98.96%,RIGHT,7888
Kentucky,Barren,21009,14654,5127,20064,73.04%,25.55%,98.59%,RIGHT,44249
Kentucky,Bath,21011,3986,1573,5627,70.84%,27.95%,98.79%,RIGHT,12500
Kentucky,Bell,21013,8140,1789,10044,81.04%,17.81%,98.86%,RIGHT,26032
Kentucky,Boone,21015,44814,20901,66998,66.89%,31.20%,98.09%,RIGHT,133581
Kentucky,Bourbon,21017,6190,3296,9648,64.16%,34.16%,98.32%,RIGHT,19788
Kentucky,Boyd,21019,14295,7083,21751,65.72%,32.56%,98.29%,RIGHT,46718
Kentucky,Boyle,21021,8872,5298,14478,61.28%,36.59%,97.87%,RIGHT,30060
Kentucky,Bracken,21023,3398,800,4246,80.03%,18.84%,98.87%,RIGHT,8303
Kentucky,Breathitt,21025,4265,1301,5661,75.34%,22.98%,98.32%,RIGHT,12630
Kentucky,Breckinridge,21027,7701,2350,10201,75.49%,23.04%,98.53%,RIGHT,20477
Kentucky,Bullitt,21029,30708,10552,41998,73.12%,25.13%,98.24%,RIGHT,81676
