State,FIPS,total facilities
Colorado,08001,5
Colorado,08003,2
Colorado,08005,3
Colorado,08007,1
Colorado,08009,1
Colorado,08011,2
Colorado,08013,2
Colorado,08014,1
Colorado,08015,2
Colorado,08017,1
Colorado,08019,1
Colorado,08021,1
Colorado,08025,4
Colorado,08027,1
Colorado,08029,3
Colorado,08031,6
Colorado,08035,1
Colorado,08037,1
Colorado,08039,1
Colorado,08041,4
Colorado,08043,19
Colorado,08045,3
Colorado,08047,1
Colorado,08049,1
Colorado,08051,1
Colorado,08055,1
Colorado,08057,1
Colorado,08059,7
Colorado,08063,2
Colorado,08065,1
Colorado,08067,3
Colorado,08069,2
Colorado,08071,3
Colorado,08073,2
Colorado,08075,2
Colorado,08077,3
Colorado,08081,1
Colorado,08083,1
Colorado,08085,1
Colorado,08087,2
Colorado,08093,1
Colorado,08097,1
Colorado,08099,1
Colorado,08101,8
Colorado,08103,1
Colorado,08105,1
Colorado,08107,1
Colorado,08109,1
Colorado,08113,1
Colorado,08117,1
Colorado,08119,2
Colorado,08121,1
Colorado,08123,2
Colorado,08125,2
